,28y climatology,date2,month2,latlon,mdll
26508,3.9424644,12,03,41.25|245.75,03|12|41.25|245.75
26509,6.662321,12,03,41.25|247.75,03|12|41.25|247.75
26510,-0.036779597,12,03,41.25|249.75,03|12|41.25|249.75
26511,1.0647775,12,03,41.25|251.75,03|12|41.25|251.75
26512,-3.099559,12,03,41.25|253.75,03|12|41.25|253.75
26513,3.6587832,12,03,41.25|255.75,03|12|41.25|255.75
26514,5.0269294,12,03,41.25|257.75,03|12|41.25|257.75
26515,4.1491404,12,03,41.25|259.75,03|12|41.25|259.75
26516,3.8306077,12,03,41.25|261.75,03|12|41.25|261.75
26517,4.093663,12,03,41.25|263.75,03|12|41.25|263.75
26518,3.26919,12,03,41.25|265.75,03|12|41.25|265.75
26519,3.470773,12,03,41.25|267.75,03|12|41.25|267.75
26520,3.5150948,12,03,41.25|269.75,03|12|41.25|269.75
26521,3.4625375,12,03,41.25|271.75,03|12|41.25|271.75
26522,2.5423748,12,03,41.25|273.75,03|12|41.25|273.75
26523,2.0864632,12,03,41.25|275.75,03|12|41.25|275.75
26524,1.6948463,12,03,41.25|277.75,03|12|41.25|277.75
26525,1.0058408,12,03,41.25|279.75,03|12|41.25|279.75
26526,1.0374678,12,03,41.25|281.75,03|12|41.25|281.75
26527,1.3983871,12,03,41.25|283.75,03|12|41.25|283.75
26528,2.2816415,12,03,41.25|285.75,03|12|41.25|285.75
26529,2.9801261,12,03,41.25|287.75,03|12|41.25|287.75
26530,2.0266128,12,03,43.25|237.75,03|12|43.25|237.75
26531,3.058618,12,03,43.25|239.75,03|12|43.25|239.75
26532,3.059171,12,03,43.25|241.75,03|12|43.25|241.75
26533,7.071003,12,03,43.25|243.75,03|12|43.25|243.75
26534,2.5150354,12,03,43.25|245.75,03|12|43.25|245.75
26535,2.9561381,12,03,43.25|247.75,03|12|43.25|247.75
26536,-3.7819679,12,03,43.25|249.75,03|12|43.25|249.75
26537,3.8391438,12,03,43.25|251.75,03|12|43.25|251.75
26538,2.818978,12,03,43.25|253.75,03|12|43.25|253.75
26539,4.0199485,12,03,43.25|255.75,03|12|43.25|255.75
26540,3.9494324,12,03,43.25|257.75,03|12|43.25|257.75
26541,3.6228662,12,03,43.25|259.75,03|12|43.25|259.75
26542,2.5994062,12,03,43.25|261.75,03|12|43.25|261.75
26543,0.7311533,12,03,43.25|263.75,03|12|43.25|263.75
26544,-0.15219855,12,03,43.25|265.75,03|12|43.25|265.75
26545,-0.20262854,12,03,43.25|267.75,03|12|43.25|267.75
26546,0.5620743,12,03,43.25|269.75,03|12|43.25|269.75
26547,1.2166063,12,03,43.25|271.75,03|12|43.25|271.75
26548,1.2780209,12,03,43.25|273.75,03|12|43.25|273.75
26549,0.2230067,12,03,43.25|275.75,03|12|43.25|275.75
26550,-0.2029754,12,03,43.25|281.75,03|12|43.25|281.75
26551,-1.1191088,12,03,43.25|283.75,03|12|43.25|283.75
26552,-3.8308394,12,03,43.25|285.75,03|12|43.25|285.75
26553,-1.4529053,12,03,43.25|287.75,03|12|43.25|287.75
26554,7.3021603,12,03,45.25|237.75,03|12|45.25|237.75
26555,6.1101084,12,03,45.25|239.75,03|12|45.25|239.75
26556,1.6338718,12,03,45.25|241.75,03|12|45.25|241.75
26557,0.046522316,12,03,45.25|243.75,03|12|45.25|243.75
26558,2.582999,12,03,45.25|245.75,03|12|45.25|245.75
26559,0.5893106,12,03,45.25|247.75,03|12|45.25|247.75
26560,-1.7083037,12,03,45.25|249.75,03|12|45.25|249.75
26561,3.3869205,12,03,45.25|251.75,03|12|45.25|251.75
26562,2.8479302,12,03,45.25|253.75,03|12|45.25|253.75
26563,2.5644922,12,03,45.25|255.75,03|12|45.25|255.75
26564,1.6812987,12,03,45.25|257.75,03|12|45.25|257.75
26565,0.6346273,12,03,45.25|259.75,03|12|45.25|259.75
26566,-1.605004,12,03,45.25|261.75,03|12|45.25|261.75
26567,-1.9178214,12,03,45.25|263.75,03|12|45.25|263.75
26568,-1.7290976,12,03,45.25|265.75,03|12|45.25|265.75
26569,-1.3037935,12,03,45.25|267.75,03|12|45.25|267.75
26570,-2.546634,12,03,45.25|269.75,03|12|45.25|269.75
26571,-2.5570035,12,03,45.25|271.75,03|12|45.25|271.75
26572,-2.1703038,12,03,45.25|273.75,03|12|45.25|273.75
26573,-3.0988197,12,03,45.25|275.75,03|12|45.25|275.75
26574,-4.3940983,12,03,45.25|289.75,03|12|45.25|289.75
26575,-2.4805422,12,03,45.25|291.75,03|12|45.25|291.75
26576,7.747602,12,03,47.25|237.75,03|12|47.25|237.75
26577,5.086527,12,03,47.25|239.75,03|12|47.25|239.75
26578,5.7861466,12,03,47.25|241.75,03|12|47.25|241.75
26579,2.5910559,12,03,47.25|243.75,03|12|47.25|243.75
26580,3.1383328,12,03,47.25|245.75,03|12|47.25|245.75
26581,3.005668,12,03,47.25|247.75,03|12|47.25|247.75
26582,1.5900011,12,03,47.25|249.75,03|12|47.25|249.75
26583,2.1418276,12,03,47.25|251.75,03|12|47.25|251.75
26584,1.3462104,12,03,47.25|253.75,03|12|47.25|253.75
26585,0.41399696,12,03,47.25|255.75,03|12|47.25|255.75
26586,-1.1654375,12,03,47.25|257.75,03|12|47.25|257.75
26587,-2.839595,12,03,47.25|259.75,03|12|47.25|259.75
26588,-3.914302,12,03,47.25|261.75,03|12|47.25|261.75
26589,-3.7033265,12,03,47.25|263.75,03|12|47.25|263.75
26590,-3.8976474,12,03,47.25|265.75,03|12|47.25|265.75
26591,-4.570988,12,03,47.25|267.75,03|12|47.25|267.75
26592,-3.9118028,12,03,47.25|269.75,03|12|47.25|269.75
26593,-4.08051,12,03,47.25|271.75,03|12|47.25|271.75
26594,-4.029354,12,03,47.25|273.75,03|12|47.25|273.75
26595,23.034569,12,04,27.25|261.75,04|12|27.25|261.75
26596,22.931076,12,04,27.25|277.75,04|12|27.25|277.75
26597,23.137835,12,04,27.25|279.75,04|12|27.25|279.75
26598,22.27288,12,04,29.25|259.75,04|12|29.25|259.75
26599,20.96157,12,04,29.25|261.75,04|12|29.25|261.75
26600,20.405792,12,04,29.25|263.75,04|12|29.25|263.75
26601,20.856083,12,04,29.25|277.75,04|12|29.25|277.75
26602,16.504034,12,04,31.25|255.75,04|12|31.25|255.75
26603,18.98893,12,04,31.25|257.75,04|12|31.25|257.75
26604,18.51344,12,04,31.25|259.75,04|12|31.25|259.75
26605,18.385115,12,04,31.25|261.75,04|12|31.25|261.75
26606,18.764061,12,04,31.25|263.75,04|12|31.25|263.75
26607,18.463936,12,04,31.25|265.75,04|12|31.25|265.75
26608,18.430779,12,04,31.25|267.75,04|12|31.25|267.75
26609,18.548098,12,04,31.25|269.75,04|12|31.25|269.75
26610,18.822176,12,04,31.25|271.75,04|12|31.25|271.75
26611,18.844519,12,04,31.25|273.75,04|12|31.25|273.75
26612,19.387972,12,04,31.25|275.75,04|12|31.25|275.75
26613,20.08089,12,04,31.25|277.75,04|12|31.25|277.75
26614,16.768635,12,04,33.25|243.75,04|12|33.25|243.75
26615,20.535011,12,04,33.25|245.75,04|12|33.25|245.75
26616,21.459076,12,04,33.25|247.75,04|12|33.25|247.75
26617,16.135601,12,04,33.25|249.75,04|12|33.25|249.75
26618,8.859891,12,04,33.25|251.75,04|12|33.25|251.75
26619,15.11077,12,04,33.25|253.75,04|12|33.25|253.75
26620,15.823137,12,04,33.25|255.75,04|12|33.25|255.75
26621,16.006037,12,04,33.25|257.75,04|12|33.25|257.75
26622,17.274395,12,04,33.25|259.75,04|12|33.25|259.75
26623,17.21461,12,04,33.25|261.75,04|12|33.25|261.75
26624,17.09102,12,04,33.25|263.75,04|12|33.25|263.75
26625,16.815948,12,04,33.25|265.75,04|12|33.25|265.75
26626,16.856401,12,04,33.25|267.75,04|12|33.25|267.75
26627,17.209312,12,04,33.25|269.75,04|12|33.25|269.75
26628,17.115509,12,04,33.25|271.75,04|12|33.25|271.75
26629,17.294462,12,04,33.25|273.75,04|12|33.25|273.75
26630,17.067142,12,04,33.25|275.75,04|12|33.25|275.75
26631,18.094912,12,04,33.25|277.75,04|12|33.25|277.75
26632,18.575886,12,04,33.25|279.75,04|12|33.25|279.75
26633,12.483563,12,04,35.25|239.75,04|12|35.25|239.75
26634,11.377375,12,04,35.25|241.75,04|12|35.25|241.75
26635,19.305113,12,04,35.25|243.75,04|12|35.25|243.75
26636,15.840603,12,04,35.25|245.75,04|12|35.25|245.75
26637,8.515329,12,04,35.25|247.75,04|12|35.25|247.75
26638,10.518892,12,04,35.25|249.75,04|12|35.25|249.75
26639,6.458055,12,04,35.25|251.75,04|12|35.25|251.75
26640,10.479289,12,04,35.25|253.75,04|12|35.25|253.75
26641,12.523003,12,04,35.25|255.75,04|12|35.25|255.75
26642,12.98841,12,04,35.25|257.75,04|12|35.25|257.75
26643,14.494906,12,04,35.25|259.75,04|12|35.25|259.75
26644,14.9412775,12,04,35.25|261.75,04|12|35.25|261.75
26645,15.294818,12,04,35.25|263.75,04|12|35.25|263.75
26646,15.713976,12,04,35.25|265.75,04|12|35.25|265.75
26647,15.573025,12,04,35.25|267.75,04|12|35.25|267.75
26648,16.272425,12,04,35.25|269.75,04|12|35.25|269.75
26649,15.162224,12,04,35.25|271.75,04|12|35.25|271.75
26650,15.188964,12,04,35.25|273.75,04|12|35.25|273.75
26651,14.394149,12,04,35.25|275.75,04|12|35.25|275.75
26652,15.149041,12,04,35.25|277.75,04|12|35.25|277.75
26653,16.015924,12,04,35.25|279.75,04|12|35.25|279.75
26654,17.136997,12,04,35.25|281.75,04|12|35.25|281.75
26655,15.605231,12,04,37.25|239.75,04|12|37.25|239.75
26656,8.222439,12,04,37.25|241.75,04|12|37.25|241.75
26657,10.027098,12,04,37.25|243.75,04|12|37.25|243.75
26658,12.447269,12,04,37.25|245.75,04|12|37.25|245.75
26659,7.7429295,12,04,37.25|247.75,04|12|37.25|247.75
26660,11.243052,12,04,37.25|249.75,04|12|37.25|249.75
26661,6.0770273,12,04,37.25|251.75,04|12|37.25|251.75
26662,2.0895965,12,04,37.25|253.75,04|12|37.25|253.75
26663,8.866598,12,04,37.25|255.75,04|12|37.25|255.75
26664,11.25911,12,04,37.25|257.75,04|12|37.25|257.75
26665,12.031398,12,04,37.25|259.75,04|12|37.25|259.75
26666,13.048811,12,04,37.25|261.75,04|12|37.25|261.75
26667,12.807667,12,04,37.25|263.75,04|12|37.25|263.75
26668,12.62518,12,04,37.25|265.75,04|12|37.25|265.75
26669,12.085652,12,04,37.25|267.75,04|12|37.25|267.75
26670,12.946172,12,04,37.25|269.75,04|12|37.25|269.75
26671,13.53756,12,04,37.25|271.75,04|12|37.25|271.75
26672,13.605205,12,04,37.25|273.75,04|12|37.25|273.75
26673,13.285529,12,04,37.25|275.75,04|12|37.25|275.75
26674,12.765661,12,04,37.25|277.75,04|12|37.25|277.75
26675,11.6753645,12,04,37.25|279.75,04|12|37.25|279.75
26676,15.26271,12,04,37.25|281.75,04|12|37.25|281.75
26677,14.082042,12,04,39.25|237.75,04|12|39.25|237.75
26678,4.4024615,12,04,39.25|239.75,04|12|39.25|239.75
26679,9.443622,12,04,39.25|241.75,04|12|39.25|241.75
26680,5.9325323,12,04,39.25|243.75,04|12|39.25|243.75
26681,6.5668764,12,04,39.25|245.75,04|12|39.25|245.75
26682,8.384845,12,04,39.25|247.75,04|12|39.25|247.75
26683,9.128339,12,04,39.25|249.75,04|12|39.25|249.75
26684,7.1784725,12,04,39.25|251.75,04|12|39.25|251.75
26685,-0.8798192,12,04,39.25|253.75,04|12|39.25|253.75
26686,6.856906,12,04,39.25|255.75,04|12|39.25|255.75
26687,9.127909,12,04,39.25|257.75,04|12|39.25|257.75
26688,10.158359,12,04,39.25|259.75,04|12|39.25|259.75
26689,10.839733,12,04,39.25|261.75,04|12|39.25|261.75
26690,11.105206,12,04,39.25|263.75,04|12|39.25|263.75
26691,11.019003,12,04,39.25|265.75,04|12|39.25|265.75
26692,10.823082,12,04,39.25|267.75,04|12|39.25|267.75
26693,11.551969,12,04,39.25|269.75,04|12|39.25|269.75
26694,11.092941,12,04,39.25|271.75,04|12|39.25|271.75
26695,11.210465,12,04,39.25|273.75,04|12|39.25|273.75
26696,11.900124,12,04,39.25|275.75,04|12|39.25|275.75
26697,11.827183,12,04,39.25|277.75,04|12|39.25|277.75
26698,11.3659935,12,04,39.25|279.75,04|12|39.25|279.75
26699,11.900521,12,04,39.25|281.75,04|12|39.25|281.75
26700,12.338421,12,04,39.25|283.75,04|12|39.25|283.75
26701,6.325834,12,04,41.25|237.75,04|12|41.25|237.75
26702,5.4886527,12,04,41.25|239.75,04|12|41.25|239.75
26703,7.9995413,12,04,41.25|241.75,04|12|41.25|241.75
26704,5.371669,12,04,41.25|243.75,04|12|41.25|243.75
26705,7.755597,12,04,41.25|245.75,04|12|41.25|245.75
26706,10.433731,12,04,41.25|247.75,04|12|41.25|247.75
26707,4.5514293,12,04,41.25|249.75,04|12|41.25|249.75
26708,5.5665517,12,04,41.25|251.75,04|12|41.25|251.75
26709,0.66629624,12,04,41.25|253.75,04|12|41.25|253.75
26710,6.5302997,12,04,41.25|255.75,04|12|41.25|255.75
26711,8.071467,12,04,41.25|257.75,04|12|41.25|257.75
26712,8.252375,12,04,41.25|259.75,04|12|41.25|259.75
26713,8.325947,12,04,41.25|261.75,04|12|41.25|261.75
26714,9.279066,12,04,41.25|263.75,04|12|41.25|263.75
26715,8.847403,12,04,41.25|265.75,04|12|41.25|265.75
26716,9.0621195,12,04,41.25|267.75,04|12|41.25|267.75
26717,9.166388,12,04,41.25|269.75,04|12|41.25|269.75
26718,9.211934,12,04,41.25|271.75,04|12|41.25|271.75
26719,8.778802,12,04,41.25|273.75,04|12|41.25|273.75
26720,9.061635,12,04,41.25|275.75,04|12|41.25|275.75
26721,8.598222,12,04,41.25|277.75,04|12|41.25|277.75
26722,8.096507,12,04,41.25|279.75,04|12|41.25|279.75
26723,8.15797,12,04,41.25|281.75,04|12|41.25|281.75
26724,8.109209,12,04,41.25|283.75,04|12|41.25|283.75
26725,8.711379,12,04,41.25|285.75,04|12|41.25|285.75
26726,8.624237,12,04,41.25|287.75,04|12|41.25|287.75
26727,3.404148,12,04,43.25|237.75,04|12|43.25|237.75
26728,5.20108,12,04,43.25|239.75,04|12|43.25|239.75
26729,5.670676,12,04,43.25|241.75,04|12|43.25|241.75
26730,10.137445,12,04,43.25|243.75,04|12|43.25|243.75
26731,7.054583,12,04,43.25|245.75,04|12|43.25|245.75
26732,7.4630904,12,04,43.25|247.75,04|12|43.25|247.75
26733,0.5218284,12,04,43.25|249.75,04|12|43.25|249.75
26734,8.123097,12,04,43.25|251.75,04|12|43.25|251.75
26735,6.1023636,12,04,43.25|253.75,04|12|43.25|253.75
26736,6.8376064,12,04,43.25|255.75,04|12|43.25|255.75
26737,7.1865077,12,04,43.25|257.75,04|12|43.25|257.75
26738,7.872398,12,04,43.25|259.75,04|12|43.25|259.75
26739,7.8255954,12,04,43.25|261.75,04|12|43.25|261.75
26740,7.153673,12,04,43.25|263.75,04|12|43.25|263.75
26741,6.4282527,12,04,43.25|265.75,04|12|43.25|265.75
26742,6.4337945,12,04,43.25|267.75,04|12|43.25|267.75
26743,6.66534,12,04,43.25|269.75,04|12|43.25|269.75
26744,6.357457,12,04,43.25|271.75,04|12|43.25|271.75
26745,6.705071,12,04,43.25|273.75,04|12|43.25|273.75
26746,6.388797,12,04,43.25|275.75,04|12|43.25|275.75
26747,6.549921,12,04,43.25|281.75,04|12|43.25|281.75
26748,6.44383,12,04,43.25|283.75,04|12|43.25|283.75
26749,4.045975,12,04,43.25|285.75,04|12|43.25|285.75
26750,5.3342457,12,04,43.25|287.75,04|12|43.25|287.75
26751,8.921676,12,04,45.25|237.75,04|12|45.25|237.75
26752,7.9203653,12,04,45.25|239.75,04|12|45.25|239.75
26753,4.3408937,12,04,45.25|241.75,04|12|45.25|241.75
26754,3.9283988,12,04,45.25|243.75,04|12|45.25|243.75
26755,5.987918,12,04,45.25|245.75,04|12|45.25|245.75
26756,4.1200695,12,04,45.25|247.75,04|12|45.25|247.75
26757,1.5390605,12,04,45.25|249.75,04|12|45.25|249.75
26758,6.8850555,12,04,45.25|251.75,04|12|45.25|251.75
26759,6.75211,12,04,45.25|253.75,04|12|45.25|253.75
26760,6.3120213,12,04,45.25|255.75,04|12|45.25|255.75
26761,6.319622,12,04,45.25|257.75,04|12|45.25|257.75
26762,6.5994773,12,04,45.25|259.75,04|12|45.25|259.75
26763,5.8235674,12,04,45.25|261.75,04|12|45.25|261.75
26764,5.659732,12,04,45.25|263.75,04|12|45.25|263.75
26765,5.908366,12,04,45.25|265.75,04|12|45.25|265.75
26766,5.99807,12,04,45.25|267.75,04|12|45.25|267.75
26767,3.9835763,12,04,45.25|269.75,04|12|45.25|269.75
26768,3.564605,12,04,45.25|271.75,04|12|45.25|271.75
26769,3.2390742,12,04,45.25|273.75,04|12|45.25|273.75
26770,3.0766678,12,04,45.25|275.75,04|12|45.25|275.75
26771,2.0714965,12,04,45.25|289.75,04|12|45.25|289.75
26772,3.803419,12,04,45.25|291.75,04|12|45.25|291.75
26773,9.2398815,12,04,47.25|237.75,04|12|47.25|237.75
26774,7.612032,12,04,47.25|239.75,04|12|47.25|239.75
26775,8.142987,12,04,47.25|241.75,04|12|47.25|241.75
26776,5.1905503,12,04,47.25|243.75,04|12|47.25|243.75
26777,6.2595954,12,04,47.25|245.75,04|12|47.25|245.75
26778,5.6477556,12,04,47.25|247.75,04|12|47.25|247.75
26779,4.78781,12,04,47.25|249.75,04|12|47.25|249.75
26780,6.8026195,12,04,47.25|251.75,04|12|47.25|251.75
26781,7.047782,12,04,47.25|253.75,04|12|47.25|253.75
26782,6.181931,12,04,47.25|255.75,04|12|47.25|255.75
26783,5.385351,12,04,47.25|257.75,04|12|47.25|257.75
26784,4.682321,12,04,47.25|259.75,04|12|47.25|259.75
26785,4.8423815,12,04,47.25|261.75,04|12|47.25|261.75
26786,5.796347,12,04,47.25|263.75,04|12|47.25|263.75
26787,4.3315454,12,04,47.25|265.75,04|12|47.25|265.75
26788,3.154342,12,04,47.25|267.75,04|12|47.25|267.75
26789,3.164023,12,04,47.25|269.75,04|12|47.25|269.75
26790,2.5685294,12,04,47.25|271.75,04|12|47.25|271.75
26791,1.5189445,12,04,47.25|273.75,04|12|47.25|273.75
26792,27.150476,12,05,27.25|261.75,05|12|27.25|261.75
26793,25.600618,12,05,27.25|277.75,05|12|27.25|277.75
26794,25.15783,12,05,27.25|279.75,05|12|27.25|279.75
26795,26.84946,12,05,29.25|259.75,05|12|29.25|259.75
26796,25.323399,12,05,29.25|261.75,05|12|29.25|261.75
26797,24.864468,12,05,29.25|263.75,05|12|29.25|263.75
26798,23.894691,12,05,29.25|277.75,05|12|29.25|277.75
26799,21.05819,12,05,31.25|255.75,05|12|31.25|255.75
26800,23.33387,12,05,31.25|257.75,05|12|31.25|257.75
26801,22.840923,12,05,31.25|259.75,05|12|31.25|259.75
26802,22.41697,12,05,31.25|261.75,05|12|31.25|261.75
26803,23.081923,12,05,31.25|263.75,05|12|31.25|263.75
26804,23.60369,12,05,31.25|265.75,05|12|31.25|265.75
26805,23.494509,12,05,31.25|267.75,05|12|31.25|267.75
26806,23.071857,12,05,31.25|269.75,05|12|31.25|269.75
26807,22.951155,12,05,31.25|271.75,05|12|31.25|271.75
26808,22.992065,12,05,31.25|273.75,05|12|31.25|273.75
26809,23.369188,12,05,31.25|275.75,05|12|31.25|275.75
26810,23.395845,12,05,31.25|277.75,05|12|31.25|277.75
26811,20.73084,12,05,33.25|243.75,05|12|33.25|243.75
26812,25.72016,12,05,33.25|245.75,05|12|33.25|245.75
26813,26.754375,12,05,33.25|247.75,05|12|33.25|247.75
26814,21.620134,12,05,33.25|249.75,05|12|33.25|249.75
26815,13.628732,12,05,33.25|251.75,05|12|33.25|251.75
26816,20.165005,12,05,33.25|253.75,05|12|33.25|253.75
26817,20.669624,12,05,33.25|255.75,05|12|33.25|255.75
26818,20.75264,12,05,33.25|257.75,05|12|33.25|257.75
26819,21.903605,12,05,33.25|259.75,05|12|33.25|259.75
26820,21.524109,12,05,33.25|261.75,05|12|33.25|261.75
26821,21.66639,12,05,33.25|263.75,05|12|33.25|263.75
26822,21.745064,12,05,33.25|265.75,05|12|33.25|265.75
26823,22.087788,12,05,33.25|267.75,05|12|33.25|267.75
26824,22.39165,12,05,33.25|269.75,05|12|33.25|269.75
26825,21.930824,12,05,33.25|271.75,05|12|33.25|271.75
26826,21.430061,12,05,33.25|273.75,05|12|33.25|273.75
26827,21.232918,12,05,33.25|275.75,05|12|33.25|275.75
26828,22.157146,12,05,33.25|277.75,05|12|33.25|277.75
26829,22.432543,12,05,33.25|279.75,05|12|33.25|279.75
26830,14.836564,12,05,35.25|239.75,05|12|35.25|239.75
26831,16.744587,12,05,35.25|241.75,05|12|35.25|241.75
26832,24.88871,12,05,35.25|243.75,05|12|35.25|243.75
26833,21.368387,12,05,35.25|245.75,05|12|35.25|245.75
26834,13.284531,12,05,35.25|247.75,05|12|35.25|247.75
26835,15.181104,12,05,35.25|249.75,05|12|35.25|249.75
26836,10.865147,12,05,35.25|251.75,05|12|35.25|251.75
26837,14.787229,12,05,35.25|253.75,05|12|35.25|253.75
26838,17.158812,12,05,35.25|255.75,05|12|35.25|255.75
26839,17.745924,12,05,35.25|257.75,05|12|35.25|257.75
26840,19.16657,12,05,35.25|259.75,05|12|35.25|259.75
26841,19.81711,12,05,35.25|261.75,05|12|35.25|261.75
26842,19.856108,12,05,35.25|263.75,05|12|35.25|263.75
26843,20.31979,12,05,35.25|265.75,05|12|35.25|265.75
26844,20.633139,12,05,35.25|267.75,05|12|35.25|267.75
26845,21.62311,12,05,35.25|269.75,05|12|35.25|269.75
26846,20.078049,12,05,35.25|271.75,05|12|35.25|271.75
26847,20.108095,12,05,35.25|273.75,05|12|35.25|273.75
26848,19.03201,12,05,35.25|275.75,05|12|35.25|275.75
26849,19.281462,12,05,35.25|277.75,05|12|35.25|277.75
26850,20.377535,12,05,35.25|279.75,05|12|35.25|279.75
26851,21.295332,12,05,35.25|281.75,05|12|35.25|281.75
26852,19.55967,12,05,37.25|239.75,05|12|37.25|239.75
26853,12.687704,12,05,37.25|241.75,05|12|37.25|241.75
26854,15.256749,12,05,37.25|243.75,05|12|37.25|243.75
26855,17.442747,12,05,37.25|245.75,05|12|37.25|245.75
26856,12.652547,12,05,37.25|247.75,05|12|37.25|247.75
26857,16.22243,12,05,37.25|249.75,05|12|37.25|249.75
26858,10.429072,12,05,37.25|251.75,05|12|37.25|251.75
26859,6.7769394,12,05,37.25|253.75,05|12|37.25|253.75
26860,13.506692,12,05,37.25|255.75,05|12|37.25|255.75
26861,16.156742,12,05,37.25|257.75,05|12|37.25|257.75
26862,16.793262,12,05,37.25|259.75,05|12|37.25|259.75
26863,18.268265,12,05,37.25|261.75,05|12|37.25|261.75
26864,18.377213,12,05,37.25|263.75,05|12|37.25|263.75
26865,18.41616,12,05,37.25|265.75,05|12|37.25|265.75
26866,17.814995,12,05,37.25|267.75,05|12|37.25|267.75
26867,18.320604,12,05,37.25|269.75,05|12|37.25|269.75
26868,19.122877,12,05,37.25|271.75,05|12|37.25|271.75
26869,19.041594,12,05,37.25|273.75,05|12|37.25|273.75
26870,18.741758,12,05,37.25|275.75,05|12|37.25|275.75
26871,17.598787,12,05,37.25|277.75,05|12|37.25|277.75
26872,16.331623,12,05,37.25|279.75,05|12|37.25|279.75
26873,19.498756,12,05,37.25|281.75,05|12|37.25|281.75
26874,17.982063,12,05,39.25|237.75,05|12|39.25|237.75
26875,8.52399,12,05,39.25|239.75,05|12|39.25|239.75
26876,14.569095,12,05,39.25|241.75,05|12|39.25|241.75
26877,10.520846,12,05,39.25|243.75,05|12|39.25|243.75
26878,11.060339,12,05,39.25|245.75,05|12|39.25|245.75
26879,13.570496,12,05,39.25|247.75,05|12|39.25|247.75
26880,14.447733,12,05,39.25|249.75,05|12|39.25|249.75
26881,11.643513,12,05,39.25|251.75,05|12|39.25|251.75
26882,3.100837,12,05,39.25|253.75,05|12|39.25|253.75
26883,10.867605,12,05,39.25|255.75,05|12|39.25|255.75
26884,13.148338,12,05,39.25|257.75,05|12|39.25|257.75
26885,14.608164,12,05,39.25|259.75,05|12|39.25|259.75
26886,15.796368,12,05,39.25|261.75,05|12|39.25|261.75
26887,16.645027,12,05,39.25|263.75,05|12|39.25|263.75
26888,16.739315,12,05,39.25|265.75,05|12|39.25|265.75
26889,17.341587,12,05,39.25|267.75,05|12|39.25|267.75
26890,17.77786,12,05,39.25|269.75,05|12|39.25|269.75
26891,17.302351,12,05,39.25|271.75,05|12|39.25|271.75
26892,17.00409,12,05,39.25|273.75,05|12|39.25|273.75
26893,16.884111,12,05,39.25|275.75,05|12|39.25|275.75
26894,16.569624,12,05,39.25|277.75,05|12|39.25|277.75
26895,15.954409,12,05,39.25|279.75,05|12|39.25|279.75
26896,16.492985,12,05,39.25|281.75,05|12|39.25|281.75
26897,17.715149,12,05,39.25|283.75,05|12|39.25|283.75
26898,10.835714,12,05,41.25|237.75,05|12|41.25|237.75
26899,9.749407,12,05,41.25|239.75,05|12|41.25|239.75
26900,12.421944,12,05,41.25|241.75,05|12|41.25|241.75
26901,9.443129,12,05,41.25|243.75,05|12|41.25|243.75
26902,11.758256,12,05,41.25|245.75,05|12|41.25|245.75
26903,15.053793,12,05,41.25|247.75,05|12|41.25|247.75
26904,8.591582,12,05,41.25|249.75,05|12|41.25|249.75
26905,9.389161,12,05,41.25|251.75,05|12|41.25|251.75
26906,4.5282183,12,05,41.25|253.75,05|12|41.25|253.75
26907,9.894822,12,05,41.25|255.75,05|12|41.25|255.75
26908,12.23068,12,05,41.25|257.75,05|12|41.25|257.75
26909,12.470447,12,05,41.25|259.75,05|12|41.25|259.75
26910,13.153032,12,05,41.25|261.75,05|12|41.25|261.75
26911,14.290807,12,05,41.25|263.75,05|12|41.25|263.75
26912,14.234399,12,05,41.25|265.75,05|12|41.25|265.75
26913,14.996349,12,05,41.25|267.75,05|12|41.25|267.75
26914,14.9974375,12,05,41.25|269.75,05|12|41.25|269.75
26915,15.126238,12,05,41.25|271.75,05|12|41.25|271.75
26916,14.241513,12,05,41.25|273.75,05|12|41.25|273.75
26917,14.652526,12,05,41.25|275.75,05|12|41.25|275.75
26918,13.80062,12,05,41.25|277.75,05|12|41.25|277.75
26919,13.624754,12,05,41.25|279.75,05|12|41.25|279.75
26920,13.133277,12,05,41.25|281.75,05|12|41.25|281.75
26921,14.258145,12,05,41.25|283.75,05|12|41.25|283.75
26922,14.852042,12,05,41.25|285.75,05|12|41.25|285.75
26923,14.399174,12,05,41.25|287.75,05|12|41.25|287.75
26924,7.276975,12,05,43.25|237.75,05|12|43.25|237.75
26925,9.5645275,12,05,43.25|239.75,05|12|43.25|239.75
26926,10.573446,12,05,43.25|241.75,05|12|43.25|241.75
26927,15.147976,12,05,43.25|243.75,05|12|43.25|243.75
26928,11.498911,12,05,43.25|245.75,05|12|43.25|245.75
26929,11.404639,12,05,43.25|247.75,05|12|43.25|247.75
26930,4.9810524,12,05,43.25|249.75,05|12|43.25|249.75
26931,11.424169,12,05,43.25|251.75,05|12|43.25|251.75
26932,9.441676,12,05,43.25|253.75,05|12|43.25|253.75
26933,10.807212,12,05,43.25|255.75,05|12|43.25|255.75
26934,11.436098,12,05,43.25|257.75,05|12|43.25|257.75
26935,12.30493,12,05,43.25|259.75,05|12|43.25|259.75
26936,12.951688,12,05,43.25|261.75,05|12|43.25|261.75
26937,12.447558,12,05,43.25|263.75,05|12|43.25|263.75
26938,12.6110735,12,05,43.25|265.75,05|12|43.25|265.75
26939,12.553445,12,05,43.25|267.75,05|12|43.25|267.75
